engine_id,cycle,setting_1,setting_2,setting_3,sensor_2,sensor_3,sensor_4,sensor_6,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21,RUL,failure
2,1,-0.0018,0.0006,100.0,-1.5811908619508146,-1.0926624719038578,-1.9630140726558127,-7.193193881483842,1.3180902095819986,-1.2210165119167822,-0.4712973733627949,-2.294364565053186,1.2421272717866614,-0.5001469380221729,-0.31594363798239555,-1.3737536162106867,-1.4262459188590835,0.6786844964412639,1.5644361010650052,286,0
2,2,0.0043,-0.0003,100.0,-1.7217222767762375,-0.5651552947891456,-1.756663955481662,0.13902030397743279,1.5915180097268558,-1.6456751705522397,-0.6217886732099418,-1.127746641662686,1.745550583276357,-1.6158062222167857,-0.6544422524639629,-0.6752167973209432,-0.7795285445408454,1.3458441301403437,1.0988953755064277,285,0
2,3,0.0018,0.0003,100.0,-2.2637720196749815,-0.3564530782982835,-1.1063822348734489,-7.193193881483842,2.0130525349501665,-0.7963578532877619,-0.49248089944096735,-1.2030123141395037,1.5822781579283434,-1.47634881169563,-0.1699246278138954,-1.6483692358505118,-1.4262459188590835,1.623827310848267,1.2525238149407618,284,0
2,4,0.0035,-0.0004,100.0,-2.0027851064275395,-1.0417194111855868,-1.427619174041845,0.13902030397743279,0.9990911094130417,-1.6456751705522397,-0.326101955035151,-1.6546063490003295,1.4598238389172946,-2.3130932748415898,-0.1770724115284549,-1.0724762859261836,-1.4262459188590835,1.7350205831314602,1.9759741024587818,283,0
2,5,0.0005,0.0004,100.0,-1.9024055244091522,-1.883101575306259,-0.7092976850680918,-7.193193881483842,1.9902668849381167,-0.9379107394952897,-0.3199234265957041,-1.0901138054242905,1.1604910591125774,-2.1736358643140923,-0.3695520158414757,-1.4750681166603405,-2.0729632931773216,2.0130037638393836,1.2376265117228893,282,0
2,6,-0.001,0.0004,100.0,-2.765669929766234,-2.1345302298188713,-1.3517715634048582,0.13902030397743279,1.8307673348536382,-0.7963578532877619,-0.4999833982603301,-1.8427705301923603,1.881610937732906,-1.47634881169563,-0.523739921683778,-1.6537015779794284,-0.7795285445408454,1.8462138554146137,1.2711454439630945,281,0
2,7,0.0001,-0.0002,100.0,-1.3001280322997406,-0.492849015060018,-0.9178786143197732,0.13902030397743279,1.6712677847691597,-0.6548049670737971,-0.5617686826550398,-1.6546063490003295,0.9836125983189089,-0.7790617590708261,-0.3869109191482299,-1.2777714578899495,-1.4262459188590835,1.5682306747066903,1.688269934063594,280,0
2,8,0.0015,-0.0004,100.0,-0.25618037930997223,-0.012998249584946225,-1.5045821907175843,0.13902030397743279,1.454804109654427,-1.2210165119167822,-0.422751792766923,-1.2782779866162945,1.8407928313959412,-1.8947210432654389,-0.3057325183902008,-1.4910651430470907,-1.4262459188590835,1.623827310848267,1.3744954850370878,279,0
2,9,0.0017,-0.0004,100.0,-1.4005076143178998,-1.3966775116740004,-1.5469676201912026,-7.193193881483842,1.5003754096786563,-1.0794636257092545,-0.6059010286512724,-1.5040750040467208,1.3373695199062459,-1.6158062222167857,0.07054723858251008,-1.4724019455958823,-2.0729632931773216,1.3458441301403437,1.8344497218889753,278,0
2,10,-0.0045,0.0002,100.0,-1.380431697914268,-0.6769013634614303,-1.5636987107728992,-7.193193881483842,1.4320184596423773,-1.504122284344712,-0.2877068140184736,-1.2406451503778992,0.7795220666339308,-1.7552636327442832,-0.26897248785825356,-1.1684584442469208,-1.4262459188590835,2.1241970361225766,2.8865717616513407,277,0
2,11,0.0006,0.0004,100.0,-0.838381955015752,-0.2101971943007317,-0.8464926278379243,0.13902030397743279,1.5117682346846812,-1.2210165119167822,-0.5379372158171158,-1.2406451503778992,1.065248810992993,-0.9185191695919818,-0.41141760616949713,-0.6192272049672233,-0.7795285445408454,2.2909869445473072,0.9154723296363484,276,0
2,12,0.0002,0.0006,100.0,-2.0830887720420668,-1.7253424195336304,-0.7784528594723844,0.13902030397743279,1.3636615096062277,-1.6456751705522397,-0.7727212965170607,-1.5417078402851163,0.7114918894056562,-1.7552636327442832,-0.3787420234744741,-1.3204301949213777,-0.7795285445408454,1.6794239469898438,1.206900823836029,275,0
2,13,0.0007,0.0005,100.0,-1.802025942390993,-0.6111683818894893,-0.8197228829072247,0.13902030397743279,1.5003754096786563,-2.211886715395225,-0.5194016304986949,-1.9180362026691513,1.2421272717866614,-1.47634881169563,-0.1683929598750778,-1.8083394997183913,-1.4262459188590835,0.34510467959176366,1.3149062721655973,274,0
2,14,-0.0024,-0.0004,100.0,-2.0429369392348034,-1.0597959811178872,-1.4967743484461375,0.13902030397743279,1.249733259545849,-1.2210165119167822,-0.7987593806548443,-1.5793406765235385,2.2489738947660523,-1.6158062222167857,-0.194941870814784,-1.4217446953710318,-1.4262459188590835,0.6230878602996872,1.08865347954413,273,0
2,15,-0.0012,-0.0003,100.0,-0.9387615370339111,-1.7499922876231178,-0.7550293326580444,0.13902030397743279,0.9079485093647127,-1.0794636257092545,-0.6875458687443189,-1.3911764953315078,0.7387039602969661,-1.0579765801194794,-0.31594363798239555,-1.909654000168045,-0.13281117022260733,0.6786844964412639,1.3093197834589074,272,0
2,16,-0.001,0.0003,100.0,-1.7417981931800974,-1.3966775116740004,-1.7198555562019595,0.13902030397743279,1.3180902095819986,-1.504122284344712,-0.6006051471316891,-1.127746641662686,1.4598238389172946,-2.0341784537929364,-0.5339510412759727,-1.6403707226571367,-0.7795285445408454,1.0678609494323805,1.449913082577599,271,0
2,17,0.0003,-0.0001,100.0,-0.4970913761537825,-1.135388909925608,-2.075670082572502,0.13902030397743279,0.28134313403282385,-0.7963578532877619,-0.5891307371727393,-1.5417078402851163,1.7591566187220118,-0.2212321169735197,-0.46604709598781996,-1.8829922895234144,-1.4262459188590835,1.2346508578571505,2.1789498588023086,270,0
2,18,0.0014,0.0001,100.0,-1.4607353635287954,-0.33837650836598293,-0.9624948558709477,0.13902030397743279,1.6598749597631348,-1.3625693981307472,-0.620023379370054,-1.2030123141395037,2.0448833630809196,-1.3368914011681325,-0.5467149407662277,-0.9791602986699047,-1.4262459188590835,1.0122643132908038,1.208762986738259,269,0
2,19,0.0025,0.0001,100.0,-1.8622536916018886,-2.242989649412563,-0.792953137976525,0.13902030397743279,2.1383736100165702,-1.0794636257092545,-0.45585105226409744,-1.5040750040467208,1.310157449014936,-1.6158062222167857,-0.3266653135542116,-1.027151377830297,-0.7795285445408454,1.5682306747066903,1.1147237601754154,268,0
2,20,0.0042,-0.0004,100.0,-0.677774623786469,-1.2405616804406687,-1.6172382006342734,0.13902030397743279,1.4434112846484022,-1.3625693981307472,-0.667686313045982,-1.5040750040467208,1.5278540161455691,-2.1736358643140923,-0.2082163262846603,-1.9256510265548425,-1.4262459188590835,1.1234575855739968,0.8530898724115129,267,0
2,21,-0.0023,0.0001,100.0,-1.259976199492477,-1.8042219974199447,-1.8514734687779018,0.13902030397743279,1.534553884696731,-0.9379107394952897,-0.4461419361448749,-1.8804033664307558,1.5822781579283434,-1.197433990640635,-0.3746575756375963,-1.2431112340518964,-1.4262459188590835,2.3465835806889235,1.963870043594254,266,0
2,22,0.0024,0.0006,100.0,-1.0391411190522986,-1.6941192532869567,-1.2502696138759501,0.13902030397743279,1.1130193594734203,-1.9287809429737324,-0.5335239812174766,-1.3911764953315078,0.4257651450465939,-0.7790617590708261,-0.15920295224207937,-1.6750309464951425,-1.4262459188590835,0.9010710410076107,1.2441440818806941,265,0
2,23,-0.0013,0.0003,100.0,-0.6175468745755736,-1.5774432109967822,-2.3846375553143133,0.13902030397743279,1.5003754096786563,-1.9287809429737324,-0.6164927916903586,-1.2406451503778992,1.1468850236669224,-0.36068952749467537,-0.6299355654426957,-1.288436142147783,-0.13281117022260733,1.5682306747066903,-0.035161831954253764,264,0
2,24,-0.0019,-0.0,100.0,-1.380431697914268,-1.5642966146824089,-1.1387290099980392,0.13902030397743279,0.14462923396039526,-1.6456751705522397,-0.5758910333738213,-1.4664421678083255,1.1332789882212675,-1.7552636327442832,-0.39559037080160697,-1.477734287724799,-1.4262459188590835,2.0130037638393836,1.0020629045902392,263,0
2,25,0.0063,0.0001,100.0,-1.7417981931800974,-0.8395904928519112,-1.3673872479477769,0.13902030397743279,0.873770034346638,-1.3625693981307472,-0.44658325960484685,-1.315910822854717,1.214915200895197,-0.9185191695919818,-0.35423533645316047,-1.2297803787296047,-1.4262459188590835,0.956667677149227,1.841898373497895,262,0
2,26,-0.0011,0.0003,100.0,-1.6213426947580782,-2.4829150321500615,-1.8492426567003455,0.13902030397743279,0.7484489592802342,-1.6456751705522397,-0.6438548462080581,-1.5793406765235385,1.881610937732906,-1.3368914011681325,-0.3389186570648452,-2.5282056871238017,-1.4262459188590835,0.789877768724457,1.6631307348834237,261,0
2,27,0.0006,0.0005,100.0,-1.1194447846668258,-0.8297305456161312,-0.7327212118824571,0.13902030397743279,2.0358381849622162,-0.9379107394952897,-0.326101955035151,-1.9180362026691513,0.9427944919819442,-0.5001469380221729,-0.3154330820028206,-0.9151721931227624,-0.7795285445408454,0.789877768724457,1.2758008512186694,260,0
2,28,0.0037,0.0005,100.0,-1.280052115896109,-1.4607671687066448,-1.2748085467290935,0.13902030397743279,1.5915180097268558,-1.504122284344712,-0.5127817785991958,-2.06856754762276,1.7183385123848924,-2.3130932748415898,-0.3756786875967925,-1.8296688682341054,-2.0729632931773216,0.7342811325828803,1.3875306253527304,259,0
2,29,-0.0032,-0.0003,100.0,-1.1997484502813531,-1.1025224191396377,-1.2045379662860227,0.13902030397743279,1.568732359714806,-1.3625693981307472,-0.42186914584697904,-1.616973512761934,1.1468850236669224,-1.0579765801194794,-0.16022406420127563,-1.920318684425926,-2.0729632931773216,0.8454744048660339,1.2515927334896468,258,0
2,30,0.0012,0.0,100.0,-1.802025942390993,-0.02778817043865349,-1.540275183958534,0.13902030397743279,1.4206256346363524,-1.6456751705522397,-0.6442961696680302,-1.2782779866162945,1.3781876262432105,-1.3368914011681325,-0.3715942397599146,-0.6138948628382592,-1.4262459188590835,1.5682306747066903,1.005787230394699,257,0
2,31,-0.0009,0.0005,100.0,-1.4205835307215315,-1.7467056385445243,-2.0009378779742932,0.13902030397743279,1.6256964847449304,-1.3625693981307472,-0.6826913106847076,-1.8427705301923603,1.0244307046558736,-0.7790617590708261,-0.6273827855446353,-0.07266213675198414,-1.4262459188590835,1.957407127697807,1.1631399956335262,256,0
2,32,0.0013,-0.0001,100.0,-2.203544270463858,-0.980916403231573,-1.9819759753150656,0.13902030397743279,1.3522686846000733,-1.6456751705522397,-0.8618686354293896,-1.5793406765235385,1.5278540161455691,-1.6158062222167857,-0.2628458161029367,-1.6990264860753623,-2.0729632931773216,0.8454744048660339,1.0253399408681796,255,0
2,33,-0.0032,0.0004,100.0,-1.781950025987361,-0.8741003081771783,-1.4198113317703729,0.13902030397743279,0.28134313403282385,-1.2210165119167822,-0.6275258781894167,-1.6922391852387249,1.1468850236669224,-1.47634881169563,-0.5252715896225956,-0.8485179165111617,-0.7795285445408454,1.0678609494323805,1.4238428019463136,254,0
2,34,0.0042,0.0003,100.0,-1.1194447846668258,-1.0532226829607005,-1.632853885177192,0.13902030397743279,1.956088409920042,-1.3625693981307472,-0.26961255215994434,-1.2030123141395037,1.6639143706022728,-1.8947210432654389,-0.2097479942234779,-0.6192272049672233,-2.0729632931773216,0.28950804345014736,1.5514009607493624,253,0
2,35,0.002,0.0002,100.0,-2.625138514940583,-2.425398673274641,-1.8213575057308677,0.13902030397743279,1.5459467097027562,-1.0794636257092545,-0.35567062685263007,-1.0901138054242905,0.7931281020795856,-1.3368914011681325,-0.09334123087236558,-0.6832153105143656,0.5139062040956307,1.3458441301403437,2.214330953944777,252,0
2,36,0.0013,0.0004,100.0,-2.8258976789771295,-1.4673404668638315,-1.310501539970018,0.13902030397743279,1.3864471596182777,-1.0794636257092545,-0.4240757631467586,-1.2406451503778992,1.2285212363410065,-1.3368914011681325,-0.09436234283156184,-1.896323144845706,-1.4262459188590835,1.6794239469898438,0.9089547594785435,251,0
2,37,0.005,0.0005,100.0,-1.1595966174740895,-0.7985073793694575,-1.4041956472274795,0.13902030397743279,1.8649458098717129,-0.7963578532877619,-0.31948210313573217,-1.42880933156993,1.731944547830702,-1.0579765801194794,-0.39967481863848486,-2.1629402512921563,-1.4262459188590835,1.457037402423497,1.0635142803639597,250,0
2,38,0.0013,0.0005,100.0,-0.9186856206302793,-0.8773869572557716,-1.2413463655657253,0.13902030397743279,0.953519809388942,-1.3625693981307472,-0.4434939953851234,-1.2030123141395037,0.970006562873254,-0.6396043485433286,-0.4594098682528818,-0.9365015616384765,-2.0729632931773216,1.5126340385651134,1.1975900093248464,249,0
2,39,-0.0018,0.0005,100.0,-1.3603557815106362,-0.7886474321336775,-1.9395905458414473,0.13902030397743279,0.7712346092922842,-1.3625693981307472,-0.18708506514703424,-1.2782779866162945,1.868004902287251,-0.6396043485433286,-0.2618247041437405,-1.7736792758803381,-1.4262459188590835,1.1234575855739968,1.4750522817577363,248,0
2,40,0.0005,0.0005,100.0,-1.3202039487033725,-1.2816447939231226,-1.1710757851226292,0.13902030397743279,0.7940202593044635,-0.9379107394952897,-0.8137643782935698,-1.2030123141395037,1.201309165449542,-1.197433990640635,-0.3445347728405871,-1.0938056544418977,-1.4262459188590835,0.12271813502541698,1.3940481955105684,247,0
2,41,0.0015,0.0006,100.0,-0.5372432089610462,-1.8929615225420389,-1.1309211677265925,0.13902030397743279,1.1016265344673954,-0.7963578532877619,-0.5207256008785306,-1.0524809691858952,1.092460881884303,-1.197433990640635,-0.1566501723440191,-1.5043959983694297,-0.7795285445408454,0.6786844964412639,0.15477878407363044,246,0
2,42,0.0016,0.0005,100.0,-0.8183060386121201,-1.8535217335988818,-1.868204559359573,0.13902030397743279,0.6914848342501096,-1.7872280567662044,-0.8402437858912453,-1.5040750040467208,1.9768531858526448,-1.3368914011681325,-0.43949818504806737,-2.5895276216064858,-0.7795285445408454,1.457037402423497,1.607265847816393,245,0
2,43,0.0027,0.0,100.0,-1.3202039487033725,-1.6267429471757564,-1.9273210794148883,0.13902030397743279,0.873770034346638,-0.7963578532877619,-0.518518983578751,-1.7298720214771472,2.0176712921896094,-1.0579765801194794,-0.4476670807218231,-0.7365387318036272,-0.7795285445408454,0.5674912241581104,1.9191781339406362,244,0
2,44,0.0003,0.0003,100.0,-1.3402798651070043,-1.012139569478247,-1.136498197920483,0.13902030397743279,0.8965556843586878,-0.7963578532877619,-0.3684690071915761,-1.2030123141395037,1.8407928313959412,-0.5001469380221729,-0.34096088098333055,-0.8885104824781316,-0.7795285445408454,1.1790542217155737,1.528123924471422,243,0
2,45,-0.0014,-0.0002,100.0,-1.259976199492477,-0.6703280653042063,-1.2580774561474222,0.13902030397743279,0.9421269843829171,-0.6548049670737971,-0.2215082950241246,-1.3911764953315078,1.1604910591125774,-1.3368914011681325,-0.1009995705665,-1.5283915379496023,-2.0729632931773216,0.956667677149227,1.284180584278737,242,0
2,46,0.0002,-0.0003,100.0,-1.0592170354559303,-2.4714117603749846,-1.8157804755369773,0.13902030397743279,1.3294830345880235,-1.3625693981307472,-0.5326413342975326,-1.315910822854717,0.9019763856449795,-0.6396043485433286,-0.1729879636915306,-1.136464391473326,-2.0729632931773216,0.6230878602996872,1.9890092427744244,241,0
2,47,0.0021,0.0003,100.0,-0.557319125364678,-1.091019147364561,-1.3852337445682266,0.13902030397743279,1.8079816848415884,-0.7963578532877619,-0.8331826105318545,-1.9180362026691513,1.7863686896133215,-1.3368914011681325,-0.35423533645316047,-1.7710131048158797,-1.4262459188590835,0.4007013157333405,0.5048654096936867,240,0
