engine_id,cycle,setting_1,setting_2,setting_3,sensor_2,sensor_3,sensor_4,sensor_6,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21,RUL,failure,anomaly_score,is_anomaly
2,1,-0.0018,0.0006,100.0,-1.5811908619508146,-1.0926624719038578,-1.9630140726558127,-7.193193881483842,1.3180902095819986,-1.2210165119167822,-0.4712973733627949,-2.294364565053186,1.2421272717866614,-0.5001469380221729,-0.3159436379823955,-1.3737536162106867,-1.4262459188590837,0.6786844964412639,1.5644361010650052,286,0,0.19513465452174933,0
2,2,0.0043,-0.0003,100.0,-1.7217222767762377,-0.5651552947891456,-1.756663955481662,0.1390203039774327,1.5915180097268558,-1.6456751705522397,-0.6217886732099418,-1.127746641662686,1.745550583276357,-1.6158062222167855,-0.6544422524639629,-0.6752167973209432,-0.7795285445408454,1.3458441301403437,1.0988953755064277,285,0,0.08545289877719729,0
2,3,0.0018,0.0003,100.0,-2.263772019674981,-0.3564530782982835,-1.1063822348734489,-7.193193881483842,2.0130525349501665,-0.7963578532877619,-0.4924808994409673,-1.2030123141395035,1.5822781579283434,-1.47634881169563,-0.1699246278138954,-1.6483692358505118,-1.4262459188590837,1.623827310848267,1.2525238149407618,284,0,0.06785042592784425,0
2,4,0.0035,-0.0004,100.0,-2.0027851064275395,-1.0417194111855868,-1.427619174041845,0.1390203039774327,0.9990911094130416,-1.6456751705522397,-0.326101955035151,-1.6546063490003295,1.4598238389172946,-2.3130932748415898,-0.1770724115284549,-1.0724762859261836,-1.4262459188590837,1.7350205831314602,1.9759741024587816,283,0,0.05009115068020663,0
2,5,0.0005,0.0004,100.0,-1.902405524409152,-1.883101575306259,-0.7092976850680918,-7.193193881483842,1.9902668849381169,-0.9379107394952896,-0.3199234265957041,-1.0901138054242905,1.1604910591125774,-2.1736358643140923,-0.3695520158414757,-1.4750681166603403,-2.0729632931773216,2.013003763839384,1.2376265117228893,282,0,0.1710501415120606,0
2,6,-0.001,0.0004,100.0,-2.765669929766234,-2.1345302298188717,-1.3517715634048582,0.1390203039774327,1.8307673348536384,-0.7963578532877619,-0.4999833982603301,-1.8427705301923605,1.881610937732906,-1.47634881169563,-0.523739921683778,-1.6537015779794284,-0.7795285445408454,1.8462138554146137,1.2711454439630945,281,0,0.036820753918789056,0
2,7,0.0001,-0.0002,100.0,-1.3001280322997406,-0.492849015060018,-0.9178786143197732,0.1390203039774327,1.6712677847691595,-0.6548049670737971,-0.5617686826550398,-1.6546063490003295,0.9836125983189088,-0.7790617590708261,-0.3869109191482299,-1.2777714578899495,-1.4262459188590837,1.5682306747066903,1.688269934063594,280,0,0.04001549981510034,0
2,8,0.0015,-0.0004,100.0,-0.2561803793099722,-0.0129982495849462,-1.5045821907175845,0.1390203039774327,1.454804109654427,-1.2210165119167822,-0.422751792766923,-1.2782779866162943,1.8407928313959407,-1.8947210432654389,-0.3057325183902008,-1.4910651430470907,-1.4262459188590837,1.623827310848267,1.3744954850370878,279,0,0.03949972143974893,0
2,9,0.0017,-0.0004,100.0,-1.4005076143178998,-1.3966775116740004,-1.5469676201912026,-7.193193881483842,1.5003754096786563,-1.0794636257092545,-0.6059010286512724,-1.5040750040467208,1.337369519906246,-1.6158062222167855,0.07054723858251,-1.4724019455958823,-2.0729632931773216,1.3458441301403437,1.8344497218889757,278,0,0.06150301260793297,0
2,10,-0.0045,0.0002,100.0,-1.380431697914268,-0.6769013634614303,-1.5636987107728992,-7.193193881483842,1.4320184596423773,-1.504122284344712,-0.2877068140184736,-1.2406451503778992,0.7795220666339308,-1.7552636327442832,-0.2689724878582535,-1.1684584442469208,-1.4262459188590837,2.1241970361225766,2.8865717616513407,277,0,0.18285129905277414,0
2,11,0.0006,0.0004,100.0,-0.838381955015752,-0.2101971943007317,-0.8464926278379243,0.1390203039774327,1.5117682346846812,-1.2210165119167822,-0.5379372158171158,-1.2406451503778992,1.065248810992993,-0.9185191695919818,-0.4114176061694971,-0.6192272049672233,-0.7795285445408454,2.2909869445473072,0.9154723296363484,276,0,0.04598642350492122,0
2,12,0.0002,0.0006,100.0,-2.0830887720420668,-1.7253424195336304,-0.7784528594723844,0.1390203039774327,1.3636615096062277,-1.6456751705522397,-0.7727212965170607,-1.5417078402851163,0.7114918894056562,-1.7552636327442832,-0.3787420234744741,-1.3204301949213777,-0.7795285445408454,1.6794239469898438,1.206900823836029,275,0,0.11045954342691217,0
